step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1952.0,0.0,23338.0,23338.0,0.0,70899643.22482337,22577.0,1046583.0,138.50753307491715,22577.0,1046583.0,-391.3,11.95594262295082,0.0,36321.53853730705,2.4310416666666668
