step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,2010.0,0.0,27750.0,27750.0,0.0,75224376.98782903,26984.0,943505.0,129.24678521772745,26984.0,943505.0,-446.72,13.805970149253731,0.0,37425.06317802439,2.890625
