step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1892.0,0.0,28731.0,28731.0,0.0,77228550.79988988,27985.0,1358553.0,122.30971412758137,27985.0,1358553.0,-478.71999999999997,15.18551797040169,0.0,40818.472938631014,2.9928125
