episode,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
32,1974.0,0.0,27287.0,27287.0,0.0,75846615.78785378,26541.0,1089816.0,123.0128857953303,26541.0,1089816.0,-456.1,13.82320162107396,0.0,38422.80435048317,2.842395833333333
33,1973.0,0.0,27392.0,27392.0,0.0,75117780.72530244,26644.0,1017884.0,129.0588120858377,26644.0,1017884.0,-444.43,13.883426254434871,0.0,38072.87416386338,2.853333333333333
34,1997.0,0.0,27215.0,27215.0,0.0,74649799.22555467,26440.0,1004424.0,129.3732200143328,26440.0,1004424.0,-445.09,13.627941912869304,0.0,37380.97106938141,2.8348958333333334
35,1986.0,0.0,30823.0,30823.0,0.0,78412602.4879896,30025.0,1244351.0,117.38050571739468,30025.0,1244351.0,-534.93,15.52014098690836,0.0,39482.680004022965,3.210729166666667
36,2005.0,0.0,25929.0,25929.0,0.0,73642122.52441114,25148.0,1004604.0,125.71129905734908,25148.0,1004604.0,-443.38,12.93216957605985,0.0,36729.2381667886,2.7009375
37,1995.0,0.0,26552.0,26552.0,0.0,73686819.23335522,25784.0,965479.0,125.58058410298064,25784.0,965479.0,-480.8,13.309273182957394,0.0,36935.74898915049,2.765833333333333
38,1926.0,0.0,28630.0,28630.0,0.0,77661559.43037423,27858.0,1077689.0,119.4047555065053,27858.0,1077689.0,-454.8,14.865005192107995,0.0,40322.72036883397,2.982291666666667
39,1892.0,0.0,28731.0,28731.0,0.0,77228550.79988988,27985.0,1358553.0,122.30971412758136,27985.0,1358553.0,-478.72,15.18551797040169,0.0,40818.47293863101,2.9928125
40,1964.0,0.0,26872.0,26872.0,0.0,75238831.91666679,26129.0,1059096.0,124.16006629300333,26129.0,1059096.0,-476.06,13.682281059063136,0.0,38308.97755431099,2.799166666666667
41,1967.0,0.0,24969.0,24969.0,0.0,72601072.55717966,24199.0,1072666.0,132.90492261286022,24199.0,1072666.0,-430.6,12.693950177935942,0.0,36909.54375047263,2.6009375
42,1988.0,0.0,24454.0,24454.0,0.0,70975135.6164299,23670.0,1251038.0,137.57160731361364,23670.0,1251038.0,-418.55,12.300804828973844,0.0,35701.77847908949,2.5472916666666667
43,1966.0,0.0,27140.0,27140.0,0.0,75621144.92512071,26364.0,940628.0,126.3582869371595,26364.0,940628.0,-435.75,13.80467955239064,0.0,38464.468425798936,2.8270833333333334
44,1986.0,0.0,28856.0,28856.0,0.0,76639412.76015744,28114.0,1122447.0,126.32988365127414,28114.0,1122447.0,-468.44,14.52970795568983,0.0,38589.835226665375,3.0058333333333334
45,1977.0,0.0,27938.0,27938.0,0.0,75457420.80115414,27183.0,1195387.0,124.57792881359536,27183.0,1195387.0,-496.38,14.13151239251391,0.0,38167.63824034099,2.9102083333333333
