step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1970.0,0.0,24973.0,24973.0,0.0,72848855.32637116,24194.0,983572.0,133.62688330271226,24194.0,983572.0,-427.45,12.676649746192894,0.0,36979.11437886861,2.601354166666667
