step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1995.0,0.0,25594.0,25594.0,0.0,73282813.58175403,24810.0,1005328.0,122.80268648004153,24810.0,1005328.0,-463.62,12.829072681704261,0.0,36733.23989060352,2.6660416666666666
