step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1996.0,0.0,26156.0,26156.0,0.0,74235511.37188467,25396.0,990337.0,126.16163660052356,25396.0,990337.0,-427.59000000000003,13.104208416833668,0.0,37192.139965874085,2.7245833333333334
