step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,2006.0,0.0,25709.0,25709.0,0.0,73147155.61394677,24945.0,1048596.0,129.88723254826274,24945.0,1048596.0,-448.57,12.8160518444666,0.0,36464.18525121972,2.6780208333333335
