step,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
9220800.0,1992.0,0.0,22893.0,22893.0,0.0,68947595.79605186,22122.0,923051.0,136.02022070579545,22122.0,923051.0,-407.37,11.492469879518072,0.0,34612.2468855682,2.3846875
