episode,number_of_vehciles,number_of_pedestrians,accumulated_wait_times,accumulated_queue_length,accumulated_pedestrian_wait_times,accumulated_total_fuel_consumption,TL101_stopped,TL101_accumulated_waiting_time,TL101_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,accumulated_avg_wait_times,accumulated_pedestrian_avg_wait_times,accumulated_average_fuel_consumption,accumulated_avg_queue_length
1,2034.0,0.0,26265.0,26265.0,0.0,69237763.34609868,25504.0,1896668.0,142.93563023335312,25504.0,1896668.0,-659.08,12.912979351032448,0.0,34040.19830191675,2.7359375
2,1908.0,0.0,27957.0,27957.0,0.0,74353193.85628983,27178.0,2007421.0,121.23117528480734,27178.0,2007421.0,-599.55,14.65251572327044,0.0,38969.17916996322,2.9121875
3,1946.0,0.0,25414.0,25414.0,0.0,72945065.96809766,24660.0,1428443.0,131.932490061804,24660.0,1428443.0,-435.36,13.05960945529291,0.0,37484.61766089294,2.647291666666667
4,1946.0,0.0,24386.0,24386.0,0.0,70492196.38374633,23612.0,996549.0,133.1165298120307,23612.0,996549.0,-445.77,12.531346351490235,0.0,36224.15024858496,2.540208333333333
5,1916.0,0.0,24946.0,24946.0,0.0,71144738.55067147,24190.0,1183825.0,134.75813573815594,24190.0,1183825.0,-447.19,13.019832985386222,0.0,37131.90947321058,2.5985416666666667
6,2006.0,0.0,23885.0,23885.0,0.0,69705389.70791231,23120.0,1586613.0,137.10795314490446,23120.0,1586613.0,-450.64,11.90677966101695,0.0,34748.44950543984,2.488020833333333
7,1984.0,0.0,20623.0,20623.0,0.0,67373272.30691569,19863.0,842430.0,153.17241077982663,19863.0,842430.0,-370.38,10.394657258064516,0.0,33958.30257405024,2.148229166666667
8,1968.0,0.0,24474.0,24474.0,0.0,70647547.41491687,23708.0,1417251.0,141.47907110356988,23708.0,1417251.0,-468.81,12.435975609756095,0.0,35898.14401164476,2.549375
9,1904.0,0.0,25070.0,25070.0,0.0,72471740.56401587,24311.0,917862.0,132.74431654871276,24311.0,917862.0,-413.0,13.167016806722687,0.0,38062.888951689005,2.611458333333333
10,1987.0,0.0,24427.0,24427.0,0.0,71526832.76507783,23630.0,864112.0,138.97729419684285,23630.0,864112.0,-410.85,12.293407146451935,0.0,35997.39947915341,2.544479166666666
11,1946.0,0.0,24680.0,24680.0,0.0,72202472.36597788,23920.0,961899.0,137.72179038360338,23920.0,961899.0,-446.13,12.682425488180884,0.0,37103.01765980364,2.5708333333333333
12,2037.0,0.0,23756.0,23756.0,0.0,70549340.37539732,22976.0,1112265.0,136.27508108544953,22976.0,1112265.0,-415.03,11.662248404516443,0.0,34633.94225596334,2.4745833333333334
13,1988.0,0.0,21962.0,21962.0,0.0,68762591.247459,21185.0,1169455.0,152.8953623759154,21185.0,1169455.0,-428.44,11.04728370221328,0.0,34588.828595301304,2.287708333333333
14,1923.0,0.0,22318.0,22318.0,0.0,68929452.5846773,21565.0,751349.0,140.9200080242067,21565.0,751349.0,-394.14,11.60582423296932,0.0,35844.74913399755,2.3247916666666666
15,1918.0,0.0,22271.0,22271.0,0.0,68831907.40322874,21518.0,876642.0,142.34645637513955,21518.0,876642.0,-384.75,11.611574556830032,0.0,35887.33441252802,2.3198958333333333
16,1991.0,0.0,20465.0,20465.0,0.0,66889781.89102888,19698.0,960172.0,158.49082987138183,19698.0,960172.0,-381.88,10.278754394776492,0.0,33596.07327525308,2.1317708333333334
17,1941.0,0.0,21267.0,21267.0,0.0,68361608.42567271,20507.0,996060.0,145.96501161173018,20507.0,996060.0,-394.76,10.956723338485316,0.0,35219.78795758512,2.2153125
18,1992.0,0.0,23923.0,23923.0,0.0,70864186.2508392,23165.0,1472930.0,140.84777576974182,23165.0,1472930.0,-429.07,12.009538152610444,0.0,35574.390688172294,2.491979166666667
19,1960.0,0.0,22368.0,22368.0,0.0,67824717.51347053,21606.0,916155.0,141.10215882022925,21606.0,916155.0,-414.32,11.412244897959184,0.0,34604.44771095435,2.33
20,1917.0,0.0,23393.0,23393.0,0.0,69684043.37492847,22642.0,802167.0,140.80565359807693,22642.0,802167.0,-407.7,12.202921231090246,0.0,36350.57035729185,2.4367708333333336
